Jurisdiction ,Facility Name,Facility Type,Total RC,Date
Tulare,Bob Wiley Detention Facility,II,696,6/30/2011
Tulare,Men's Correctional Facility,II,366,6/30/2011
Tulare,Pre-trial facility,II,384,6/30/2011
Tulare,Tulare County Jail,II,268,6/30/2011
Tuolumne,Tuolumne County Jail,II,149,6/30/2011
Ventura,Todd Road Jail,II,782,6/30/2011
Ventura,Ventura Co Work Furlough,IV,235,6/30/2011
Ventura,Ventura County Main Jail,II,793,6/30/2011
Yolo,Leinberger Center,II,120,6/30/2011
Yolo,Monroe Detention Center,II,272,6/30/2011
Yuba,Yuba County Jail,II,432,6/30/2011
Santa Ana PD,Santa Ana Police Facility,II,480,6/30/2011
Alameda,Santa Rita Jail,II,3812,12/30/2010
Alameda,Glenn E. Dyer,II,904,12/30/2010
Amador,Amador County Jail,II,76,12/30/2010
Butte,Butte County Jail,II,614,12/30/2010
Calaveras,Calaveras County Jail,II,65,12/30/2010
Colusa,Colusa County Jail,II,92,12/30/2010
Contra Costa,Marsh Creek Detention Facility,III,188,12/30/2010
Contra Costa,Martinez Detention Facility,II,695,12/30/2010
Contra Costa,West County Detention Facility,II,1104,12/30/2010
Del Norte,Del Norte County Jail,II,103,12/30/2010
El Dorado,El Dorado County Jail,II,265,12/30/2010
El Dorado,South Lake Tahoe Jail,II,158,12/30/2010
Fresno,Fresno County Main Jail,II,1064,12/30/2010
Fresno,Fresno North Annex Jail,II,1152,12/30/2010
Fresno,Fresno South Annex Jail,II,528,12/30/2010
Glenn,Glenn Co Adult Detention Fac,II,144,12/30/2010
Humboldt,Humboldt Co. Corr. Facility,II,411,12/30/2010
Imperial,Herbert Hughes Corr. Center,II,100,12/30/2010
Imperial,Imperial Adult Regional  Fac.,II,276,12/30/2010
Inyo,Inyo County Jail,II,96,12/30/2010
Kern,Central Receiving Facility,II,292,12/30/2010
Kern,Lerdo Maximum,II,374,12/30/2010
Kern,Lerdo Minimum Facility,II,800,12/30/2010
Kern,Lerdo Pre-Trial Facility,II,1232,12/30/2010
Kings,Kings County Jail Facility,II,378,12/30/2010
Lake,Lake County Jail- Hill Road Facility,II,286,12/30/2010
Lassen,Lassen Adult Detention Facility,II,149,12/30/2010
Los Angeles,L A Inmate Reception Center,IIJ,336,12/30/2010
Los Angeles,LA Central Jail,IIJ,5108,12/30/2010
Los Angeles,LA Century Reg. Det. Facility,II,1588,12/30/2010
Los Angeles,LA North County Corr. Facility,II,2208,12/30/2010
Los Angeles,LA Pitchess East Facility,II,926,12/30/2010
Los Angeles,LA Pitchess North Facility,II,768,12/30/2010
Los Angeles,LA Pitchess South (No.  Annex),II,846,12/30/2010
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,12/30/2010
Madera,Madera Adult Correctional Fac,II,419,12/30/2010
Marin,Marin County Jail,II,349,12/30/2010
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,12/30/2010
Mendocino,Mendocino Adult Det. Facility,II,295,12/30/2010
Merced,John Latorraca Correctional Facility,II,564,12/30/2010
Merced,Merced County Jail,II,189,12/30/2010
Modoc,Modoc County Jail,II,43,12/30/2010
Mono,Mono County Jail,II,48,12/30/2010
Monterey,Monterey County Jail,II,575,12/30/2010
Monterey,Monterey County Rehabilitation,II,250,12/30/2010
Napa,Napa County Jail,II,264,12/30/2010
Nevada,Wayne Brown Correctional Facility,II,275,12/30/2010
Orange,Intake Release Center,II,408,12/30/2010
Orange,James A  Musick Facilities,II,713,12/30/2010
Orange,Orange County Mens Jail,II,1219,12/30/2010
Orange,Theo Lacy,II,2448,12/30/2010
Placer,Placer County Main Jail,II,488,12/30/2010
Placer,Placer County Minimum Security,II,160,12/30/2010
Plumas,Plumas County Jail,II,67,12/30/2010
Riverside,Blythe Jail,II,79,12/30/2010
Riverside,Indio Jail,II,240,12/30/2010
Riverside,Larry D. Smith Correctional Facility,II,874,12/30/2010
Riverside,Robert Presley Detention Ctr.,II,845,12/30/2010
Riverside,Southwest Detention Center,II,1094,12/30/2010
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,12/30/2010
Sacramento,Rio Cosumnes Womens Facility,II,120,12/30/2010
Sacramento,Sacramento County Main Jail,II,2380,12/30/2010
San Benito,San Benito Adult Detention,II,142,12/30/2010
San Bernardino,Adelanto Detention Center,II,706,12/30/2010
San Bernardino,San Bernardino Central Detention Center,II,740,12/30/2010
San Bernardino,San Bernardino Glen Helen,II,1068,12/30/2010
San Bernardino,West Valley Detention Center,II,3072,12/30/2010
San Diego,East Mesa Detention Facility,II,360,12/30/2010
San Diego,Facility # 8,II,200,12/30/2010
San Diego,George Bailey Detention Facility,II,1380,12/30/2010
San Diego,Las Colinas Womens Detention,II,432,12/30/2010
San Diego,San Diego Central Jail,II,944,12/30/2010
San Diego,South Bay Detention Facility,II,386,12/30/2010
San Diego,Vista Detention Facility,II,825,12/30/2010
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,161,12/30/2010
San Francisco,San Francisco County Jail #2,II,392,12/30/2010
San Francisco,San Francisco County Jail #3,II,426,12/30/2010
San Francisco,San Francisco County Jail #4,II,402,12/30/2010
San Francisco,San Francisco County Jail #5,II,768,12/30/2010
San Francisco,San Francisco County Jail #6,II,372,12/30/2010
San Joaquin,John J. Zunino Facility,II,840,12/30/2010
San Joaquin,San Joaquin County Honor Farm,II,493,12/30/2010
San Luis Obispo,San Luis Obispo County Jail,II,455,12/30/2010
San Luis Obispo,San Luis Obispo Honor Farm,III,63,12/30/2010
San Mateo,Maguire Correctional Facility,II,688,12/30/2010
San Mateo,Mens Correctional Center,II,260,12/30/2010
San Mateo,Minimum Security Transitional Facility,III,46,12/30/2010
San Mateo,Womens Correctional Center,II,84,12/30/2010
San Mateo,Women's Transitional Facility,III,16,12/30/2010
Santa Barbara,Medium Security Facility,II,161,12/30/2010
Santa Barbara,Santa Barbara County Main Jail,II,627,12/30/2010
Santa Barbara,Santa Maria Jail,II,28,12/30/2010
Santa Clara,Elmwood Complex - Men's facility,II,1956,12/30/2010
Santa Clara,Elmwood Complex - Women's Facility,II,516,12/30/2010
Santa Clara,Santa Clara County Main Jail,IIJ,1353,12/30/2010
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,12/30/2010
Santa Cruz,Santa Cruz CountyJail,II,311,12/30/2010
Santa Cruz,Santa Cruz Medium Security,II,96,12/30/2010
Santa Cruz,Santa Cruz RountreeLane Min,III,162,12/30/2010
Shasta,Shasta County Main Jail,II,381,12/30/2010
Sierra,Sierra County Jail,II,14,12/30/2010
Siskiyou,Siskiyou County Jail,II,104,12/30/2010
Solano,Claybank Facility,II,379,12/30/2010
Solano,Solano County Justice Center,II,705,12/30/2010
Sonoma,Sonoma Main Adult Detention,II,837,12/30/2010
Sonoma,Sonoma-North County Facility,II,561,12/30/2010
Stanislaus,Stanislaus Co Public Safety Center,II,702,12/30/2010
Stanislaus,Stanislaus County Honor Farm,II,322,12/30/2010
Stanislaus,Stanislaus County Main Jail,II,342,12/30/2010
Sutter,Sutter County Jail,II,352,12/30/2010
Tehama,Tehama County Jail,II,191,12/30/2010
Trinity,Trinity Co. Detention Facility,II,53,12/30/2010
Tulare,Bob Wiley Detention Facility,II,696,12/30/2010
Tulare,Men's Correctional Facility,II,366,12/30/2010
Tulare,Pre-trial facility,II,384,12/30/2010
Tulare,Tulare County Jail,II,268,12/30/2010
Tuolumne,Tuolumne County Jail,II,149,12/30/2010
Ventura,Todd Road Jail,II,782,12/30/2010
Ventura,Ventura Co Work Furlough,IV,235,12/30/2010
Ventura,Ventura County Main Jail,II,793,12/30/2010
Yolo,Leinberger Center,II,120,12/30/2010
Yolo,Monroe Detention Center,II,272,12/30/2010
Yuba,Yuba County Jail,II,432,12/30/2010
Santa Ana PD,Santa Ana Police Facility,II,480,12/30/2010
Alameda,Santa Rita Jail,II,3705,6/30/2010
Alameda,Glenn E. Dyer,II,904,6/30/2010
Amador,Amador County Jail,II,76,6/30/2010
Butte,Butte County Jail,II,614,6/30/2010
Calaveras,Calaveras County Jail,II,65,6/30/2010
Colusa,Colusa County Jail,II,92,6/30/2010
Contra Costa,Marsh Creek Detention Facility,III,188,6/30/2010
Contra Costa,Martinez Detention Facility,II,695,6/30/2010
Contra Costa,West County Detention Facility,II,1104,6/30/2010
Del Norte,Del Norte County Jail,II,103,6/30/2010
El Dorado,El Dorado County Jail,II,265,6/30/2010
El Dorado,South Lake Tahoe Jail,II,158,6/30/2010
Fresno,Fresno County Main Jail,II,1064,6/30/2010
Fresno,Fresno North Annex Jail,II,1152,6/30/2010
Fresno,Fresno South Annex Jail,II,528,6/30/2010
Glenn,Glenn Co Adult Detention Fac,II,144,6/30/2010
Humboldt,Humboldt Co. Corr. Facility,II,411,6/30/2010
Imperial,Herbert Hughes Corr. Center,II,100,6/30/2010
Imperial,Imperial Adult Regional  Fac.,II,276,6/30/2010
Inyo,Inyo County Jail,II,96,6/30/2010
Kern,Central Receiving Facility,II,292,6/30/2010
Kern,Lerdo Maximum,II,374,6/30/2010
Kern,Lerdo Minimum Facility,II,800,6/30/2010
Kern,Lerdo Pre-Trial Facility,II,1232,6/30/2010
Kings,Kings County Jail Facility,II,378,6/30/2010
Lake,Lake County Jail- Hill Road Facility,II,286,6/30/2010
Lassen,Lassen Adult Detention Facility,II,149,6/30/2010
Los Angeles,L A Inmate Reception Center,IIJ,336,6/30/2010
Los Angeles,LA Central Jail,IIJ,5108,6/30/2010
Los Angeles,LA Century Reg. Det. Facility,II,1588,6/30/2010
Los Angeles,LA North County Corr. Facility,II,2208,6/30/2010
Los Angeles,LA Pitchess East Facility,II,926,6/30/2010
Los Angeles,LA Pitchess North Facility,II,768,6/30/2010
Los Angeles,LA Pitchess South (No.  Annex),II,846,6/30/2010
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,6/30/2010
Madera,Madera Adult Correctional Fac,II,419,6/30/2010
Marin,Marin County Jail,II,349,6/30/2010
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,6/30/2010
Mendocino,Mendocino Adult Det. Facility,II,295,6/30/2010
Merced,John Latorraca Correctional Facility,II,564,6/30/2010
Merced,Merced County Jail,II,189,6/30/2010
Modoc,Modoc County Jail,II,43,6/30/2010
Mono,Mono County Jail,II,48,6/30/2010
Monterey,Monterey County Jail,II,575,6/30/2010
Monterey,Monterey County Rehabilitation,II,250,6/30/2010
Napa,Napa County Jail,II,264,6/30/2010
Nevada,Wayne Brown Correctional Facility,II,251,6/30/2010
Orange,Intake Release Center,II,408,6/30/2010
Orange,James A  Musick Facilities,II,713,6/30/2010
Orange,Orange County Mens Jail,II,1219,6/30/2010
Orange,Theo Lacy,II,2464,6/30/2010
Placer,Placer County Main Jail,II,488,6/30/2010
Placer,Placer County Minimum Security,II,160,6/30/2010
Plumas,Plumas County Jail,II,67,6/30/2010
Riverside,Blythe Jail,II,79,6/30/2010
Riverside,Indio Jail,II,240,6/30/2010
Riverside,Larry D. Smith Correctional Facility,II,874,6/30/2010
Riverside,Robert Presley Detention Ctr.,II,845,6/30/2010
Riverside,Southwest Detention Center,II,1094,6/30/2010
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,6/30/2010
Sacramento,Rio Cosumnes Womens Facility,II,120,6/30/2010
Sacramento,Sacramento County Main Jail,II,2380,6/30/2010
San Benito,San Benito Adult Detention,II,142,6/30/2010
San Bernardino,Adelanto Detention Center,II,706,6/30/2010
San Bernardino,San Bernardino Central Detention Center,II,740,6/30/2010
San Bernardino,San Bernardino Glen Helen,II,1068,6/30/2010
San Bernardino,West Valley Detention Center,II,3072,6/30/2010
San Diego,East Mesa Detention Facility,II,360,6/30/2010
San Diego,Facility # 8,II,200,6/30/2010
San Diego,George Bailey Detention Facility,II,1380,6/30/2010
San Diego,Las Colinas Womens Detention,II,432,6/30/2010
San Diego,San Diego Central Jail,II,944,6/30/2010
San Diego,South Bay Detention Facility,II,386,6/30/2010
San Diego,Vista Detention Facility,II,825,6/30/2010
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,161,6/30/2010
San Francisco,San Francisco County Jail #1,II,426,6/30/2010
San Francisco,San Francisco County Jail #2,II,402,6/30/2010
San Francisco,San Francisco County Jail #5E,II,768,6/30/2010
San Francisco,San Francisco County Jail #5W,II,372,6/30/2010
San Francisco,San Francisco County Jail #8,II,392,6/30/2010
San Joaquin,John J. Zunino Facility,II,840,6/30/2010
San Joaquin,San Joaquin County Honor Farm,II,493,6/30/2010
San Luis Obispo,San Luis Obispo County Jail,II,455,6/30/2010
San Luis Obispo,San Luis Obispo Honor Farm,III,63,6/30/2010
San Mateo,Maguire Correctional Facility,II,688,6/30/2010
San Mateo,Mens Correctional Center,II,260,6/30/2010
San Mateo,Minimum Security Transitional Facility,III,46,6/30/2010
San Mateo,Womens Correctional Center,II,84,6/30/2010
San Mateo,Women's Transitional Facility,III,16,6/30/2010
Santa Barbara,Medium Security Facility,II,161,6/30/2010
Santa Barbara,Santa Barbara County Main Jail,II,623,6/30/2010
Santa Barbara,Santa Maria Branch Jail,II,28,6/30/2010
Santa Clara,Elmwood Complex - Men's facility,II,1956,6/30/2010
Santa Clara,Elmwood Complex - Women's Facility,II,516,6/30/2010
Santa Clara,Santa Clara County Main Jail,IIJ,1353,6/30/2010
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,6/30/2010
Santa Cruz,Santa Cruz CountyJail,II,311,6/30/2010
Santa Cruz,Santa Cruz Medium Security,II,96,6/30/2010
Santa Cruz,Santa Cruz RountreeLane Min,III,162,6/30/2010
Shasta,Shasta County Main Jail,II,381,6/30/2010
Sierra,Sierra County Jail,II,14,6/30/2010
Siskiyou,Siskiyou County Jail,II,104,6/30/2010
Solano,Claybank Facility,II,379,6/30/2010
Solano,Solano County Justice Center,II,705,6/30/2010
Sonoma,Sonoma Main Adult Detention,II,837,6/30/2010
Sonoma,Sonoma-North County Facility,II,561,6/30/2010
Stanislaus,Stanislaus Co Public Safety Center,II,702,6/30/2010
Stanislaus,Stanislaus County Honor Farm,II,322,6/30/2010
Stanislaus,Stanislaus County Main Jail,II,342,6/30/2010
Sutter,Sutter County Jail,II,352,6/30/2010
Tehama,Tehama County Jail,II,191,6/30/2010
Trinity,Trinity Co. Detention Facility,II,53,6/30/2010
Tulare,Bob Wiley Detention Facility,II,696,6/30/2010
Tulare,Men's Correctional Facility,II,366,6/30/2010
Tulare,Pre-trial facility,II,384,6/30/2010
Tulare,Tulare County Jail,II,268,6/30/2010
Tuolumne,Tuolumne County Jail,II,149,6/30/2010
Ventura,Todd Road Jail,II,782,6/30/2010
Ventura,Ventura Co Work Furlough,IV,235,6/30/2010
Ventura,Ventura County Main Jail,II,793,6/30/2010
Yolo,Leinberger Center,II,120,6/30/2010
Yolo,Monroe Detention Center,II,272,6/30/2010
Yuba,Yuba County Jail,II,432,6/30/2010
Santa Ana PD,Santa Ana Police Facility,II,480,6/30/2010
Alameda,Minimum Security Detention Facility,II,904,12/31/2009
Alameda,Santa Rita Jail,II,3705,12/31/2009
Amador,Amador County Jail,II,76,12/31/2009
Butte,Butte County Jail,II,614,12/31/2009
Calaveras,Calaveras County Jail,II,65,12/31/2009
Colusa,Colusa County Jail,II,92,12/31/2009
Contra Costa,Marsh Creek Detention Facility,III,188,12/31/2009
Contra Costa,Martinez Detention Facility,II,695,12/31/2009
Contra Costa,West County Detention Facility,II,1104,12/31/2009
Del Norte,Del Norte County Jail,II,103,12/31/2009
El Dorado,El Dorado County Jail,II,265,12/31/2009
El Dorado,South Lake Tahoe Jail,II,158,12/31/2009
Fresno,Fresno County Main Jail,II,1064,12/31/2009
Fresno,Fresno North Annex Jail,II,1152,12/31/2009
Fresno,Fresno South Annex Jail,II,528,12/31/2009
Glenn,Glenn Co Adult Detention Fac,II,144,12/31/2009
Humboldt,Humboldt Co. Corr. Facility,II,411,12/31/2009
Imperial,Herbert Hughes Corr. Center,II,100,12/31/2009
Imperial,Imperial Adult Regional  Fac.,II,276,12/31/2009
Inyo,Inyo County Jail,II,96,12/31/2009
Kern,Central Receiving Facility,II,292,12/31/2009
Kern,Lerdo Maximum,II,374,12/31/2009
Kern,Lerdo Minimum Facility,II,800,12/31/2009
Kern,Lerdo Pre-Trial Facility,II,1232,12/31/2009
Kings,Kings County Jail Facility,II,378,12/31/2009
Lake,Lake County Jail- Hill Road Facility,II,286,12/31/2009
Lassen,Lassen Adult Detention Facility,II,149,12/31/2009
Los Angeles,L A Inmate Reception Center,IIJ,336,12/31/2009
Los Angeles,LA Central Jail,IIJ,5108,12/31/2009
Los Angeles,LA Century Reg. Det. Facility,II,1588,12/31/2009
Los Angeles,LA North County Corr. Facility,II,2208,12/31/2009
Los Angeles,LA Pitchess East Facility,II,926,12/31/2009
Los Angeles,LA Pitchess North Facility,II,768,12/31/2009
Los Angeles,LA Pitchess South (No.  Annex),II,846,12/31/2009
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,12/31/2009
Madera,Madera Adult Correctional Fac,II,419,12/31/2009
Marin,Marin County Jail,II,349,12/31/2009
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,12/31/2009
Mendocino,Mendocino Adult Det. Facility,II,295,12/31/2009
Merced,John Latorraca Correctional Facility,II,564,12/31/2009
Merced,Merced County Jail,II,189,12/31/2009
Modoc,Modoc County Jail,II,43,12/31/2009
Mono,Mono County Jail,II,48,12/31/2009
Monterey,Monterey County Jail,II,571,12/31/2009
Monterey,Monterey County Rehabilitation,II,250,12/31/2009
Napa,Napa County Jail,II,264,12/31/2009
Nevada,Wayne Brown Correctional Facility,II,251,12/31/2009
Orange,Intake Release Center,II,408,12/31/2009
Orange,James A  Musick Facilities,II,713,12/31/2009
Orange,Orange County Mens Jail,II,1219,12/31/2009
Orange,Theo Lacy,II,2464,12/31/2009
Placer,Placer County Main Jail,II,488,12/31/2009
Placer,Placer County Minimum Security,II,160,12/31/2009
Plumas,Plumas County Jail,II,67,12/31/2009
Riverside,Blythe Jail,II,79,12/31/2009
Riverside,Indio Jail,II,240,12/31/2009
Riverside,Larry D. Smith Correctional Facility,II,874,12/31/2009
Riverside,Robert Presley Detention Ctr.,II,845,12/31/2009
Riverside,Southwest Detention Center,II,1094,12/31/2009
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,12/31/2009
Sacramento,Rio Cosumnes Womens Facility,II,120,12/31/2009
Sacramento,Sacramento County Main Jail,II,2380,12/31/2009
San Benito,San Benito Adult Detention,II,142,12/31/2009
San Bernardino,Adelanto Detention Center,II,706,12/31/2009
San Bernardino,San Bernardino Central Detention Center,II,740,12/31/2009
San Bernardino,San Bernardino Glen Helen,II,1068,12/31/2009
San Bernardino,West Valley Detention Center,II,3072,12/31/2009
San Diego,Descanso Detention Facility,II,308,12/31/2009
San Diego,East Mesa Detention Facility,II,360,12/31/2009
San Diego,Facility # 8,II,200,12/31/2009
San Diego,George Bailey Detention Facility,II,1380,12/31/2009
San Diego,Las Colinas Womens Detention,II,404,12/31/2009
San Diego,San Diego Central Jail,II,944,12/31/2009
San Diego,South Bay Detention Facility,II,386,12/31/2009
San Diego,Vista Detention Facility,II,820,12/31/2009
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,144,12/31/2009
San Francisco,San Francisco County Jail #1,II,426,12/31/2009
San Francisco,San Francisco County Jail #2,II,402,12/31/2009
San Francisco,San Francisco County Jail #5E,II,768,12/31/2009
San Francisco,San Francisco County Jail #5W,II,372,12/31/2009
San Francisco,San Francisco County Jail #8,II,392,12/31/2009
San Joaquin,John J. Zunino Facility,II,840,12/31/2009
San Joaquin,San Joaquin County Honor Farm,II,493,12/31/2009
San Luis Obispo,San Luis Obispo County Jail,II,455,12/31/2009
San Luis Obispo,San Luis Obispo Honor Farm,III,63,12/31/2009
San Mateo,Maguire Correctional Facility,II,688,12/31/2009
San Mateo,Mens Correctional Center,II,260,12/31/2009
San Mateo,Men's Weekend Facility,III,16,12/31/2009
San Mateo,Minimum Security Transitional Facility,III,46,12/31/2009
San Mateo,Womens Correctional Center,II,84,12/31/2009
Santa Barbara,Medium Security Facility,II,161,12/31/2009
Santa Barbara,Santa Barbara County Main Jail,II,623,12/31/2009
Santa Barbara,Santa Maria Branch Jail,II,28,12/31/2009
Santa Clara,Elmwood Complex - Men's facility,II,1956,12/31/2009
Santa Clara,Elmwood Complex - Women's Facility,II,516,12/31/2009
Santa Clara,Santa Clara County Main Jail,IIJ,1353,12/31/2009
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,12/31/2009
Santa Cruz,Santa Cruz CountyJail,II,311,12/31/2009
Santa Cruz,Santa Cruz Medium Security,II,96,12/31/2009
Santa Cruz,Santa Cruz RountreeLane Min,III,162,12/31/2009
Shasta,Shasta County Main Jail,II,381,12/31/2009
Sierra,Sierra County Jail,II,14,12/31/2009
Siskiyou,Siskiyou County Jail,II,104,12/31/2009
Solano,Claybank Facility,II,379,12/31/2009
Solano,Solano County Justice Center,II,705,12/31/2009
Sonoma,Sonoma Main Adult Detention,II,837,12/31/2009
Sonoma,Sonoma-North County Facility,II,561,12/31/2009
Stanislaus,Stanislaus Co Public Safety Center,II,702,12/31/2009
Stanislaus,Stanislaus County Honor Farm,II,322,12/31/2009
Stanislaus,Stanislaus County Main Jail,II,342,12/31/2009
Sutter,Sutter County Jail,II,352,12/31/2009
Tehama,Tehama County Jail,II,191,12/31/2009
Trinity,Trinity Co. Detention Facility,II,53,12/31/2009
Tulare,Bob Wiley Detention Facility,II,696,12/31/2009
Tulare,Men's Correctional Facility,II,366,12/31/2009
Tulare,Pre-trial facility,II,384,12/31/2009
Tulare,Tulare County Jail,II,268,12/31/2009
Tuolumne,Tuolumne County Jail,II,149,12/31/2009
Ventura,Todd Road Jail,II,782,12/31/2009
Ventura,Ventura Co Work Furlough,IV,235,12/31/2009
Ventura,Ventura County Main Jail,II,793,12/31/2009
Yolo,Leinberger Center,II,120,12/31/2009
Yolo,Monroe Detention Center,II,272,12/31/2009
Yuba,Yuba County Jail,II,432,12/31/2009
Santa Ana PD,Santa Ana Police Facility,II,480,12/31/2009
Alameda,Glenn E. Dyer,II,904,7/2/2009
Alameda,Santa Rita Jail,II,3705,7/2/2009
Amador,Amador County Jail,II,76,7/2/2009
Butte,Butte County Jail,II,614,7/2/2009
Calaveras,Calaveras County Jail,II,65,7/2/2009
Colusa,Colusa County Jail,II,92,7/2/2009
Contra Costa,Marsh Creek Detention Facility,III,188,7/2/2009
Contra Costa,Martinez Detention Facility,II,695,7/2/2009
Contra Costa,West County Detention Facility,II,1104,7/2/2009
Del Norte,Del Norte County Jail,II,103,7/2/2009
El Dorado,El Dorado County Jail,II,265,7/2/2009
El Dorado,South Lake Tahoe Jail,II,158,7/2/2009
Fresno,Fresno County Main Jail,II,1064,7/2/2009
Fresno,Fresno North Annex Jail,II,1152,7/2/2009
Fresno,Fresno South Annex Jail,II,528,7/2/2009
Glenn,Glenn Co Adult Detention Fac,II,144,7/2/2009
Humboldt,Humboldt Co. Corr. Facility,II,411,7/2/2009
Imperial,Herbert Hughes Corr. Center,II,324,7/2/2009
Imperial,Imperial Adult Regional  Fac.,II,230,7/2/2009
Inyo,Inyo County Jail,II,96,7/2/2009
Kern,Central Receiving Facility,II,292,7/2/2009
Kern,Lerdo Maximum,II,374,7/2/2009
Kern,Lerdo Minimum Facility,II,800,7/2/2009
Kern,Lerdo Pre-Trial Facility,II,1232,7/2/2009
Kings,Kings County Jail Facility,II,378,7/2/2009
Lake,Lake County Jail- Hill Road Facility,II,286,7/2/2009
Lassen,Lassen Adult Detention Facility,II,149,7/2/2009
Los Angeles,L A Inmate Reception Center,IIJ,384,7/2/2009
Los Angeles,LA Central Jail,IIJ,5108,7/2/2009
Los Angeles,LA Century Reg. Det. Facility,II,1588,7/2/2009
Los Angeles,LA North County Corr. Facility,II,2208,7/2/2009
Los Angeles,LA Pitchess East Facility,II,926,7/2/2009
Los Angeles,LA Pitchess North Facility,II,768,7/2/2009
Los Angeles,LA Pitchess South (No.  Annex),II,846,7/2/2009
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,7/2/2009
Madera,Madera Adult Correctional Fac,II,419,7/2/2009
Marin,Marin County Jail,II,349,7/2/2009
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,7/2/2009
Mendocino,Mendocino Adult Det. Facility,II,295,7/2/2009
Merced,John Latorraca Correctional Facility,II,564,7/2/2009
Merced,Merced County Jail,II,189,7/2/2009
Modoc,Modoc County Jail,II,43,7/2/2009
Mono,Mono County Jail,II,48,7/2/2009
Monterey,Monterey County Jail,II,571,7/2/2009
Monterey,Monterey County Rehabilitation,II,250,7/2/2009
Napa,Napa County Jail,II,264,7/2/2009
Nevada,Wayne Brown Correctional Facility,II,251,7/2/2009
Orange,Intake Release Center,II,408,7/2/2009
Orange,James A  Musick Facilities,II,713,7/2/2009
Orange,Orange County Mens Jail,II,1219,7/2/2009
Orange,Orange County Women's Jail,II,275,7/2/2009
Orange,Theo Lacy,II,2464,7/2/2009
Placer,Placer County Main Jail,II,488,7/2/2009
Placer,Placer County Minimum Security,II,160,7/2/2009
Plumas,Plumas County Jail,II,67,7/2/2009
Riverside,Blythe Jail,II,79,7/2/2009
Riverside,Indio Jail,II,240,7/2/2009
Riverside,Larry D. Smith Correctional Facility,II,874,7/2/2009
Riverside,Robert Presley Detention Ctr.,II,845,7/2/2009
Riverside,Southwest Detention Center,II,1094,7/2/2009
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,7/2/2009
Sacramento,Rio Cosumnes Womens Facility,II,120,7/2/2009
Sacramento,Sacramento County Main Jail,II,2380,7/2/2009
San Benito,San Benito Adult Detention,II,142,7/2/2009
San Bernardino,Adelanto Detention Center,II,706,7/2/2009
San Bernardino,San Bernardino Central Detention Center,II,740,7/2/2009
San Bernardino,San Bernardino Glen Helen,II,1068,7/2/2009
San Bernardino,West Valley Detention Center,II,3072,7/2/2009
San Diego,Descanso Detention Facility,II,308,7/2/2009
San Diego,East Mesa Detention Facility,II,360,7/2/2009
San Diego,Facility # 8,II,200,7/2/2009
San Diego,George Bailey Detention Facility,II,1380,7/2/2009
San Diego,Las Colinas Womens Detention,II,404,7/2/2009
San Diego,San Diego Central Jail,II,944,7/2/2009
San Diego,South Bay Detention Facility,II,386,7/2/2009
San Diego,Vista Detention Facility,II,820,7/2/2009
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,144,7/2/2009
San Francisco,San Francisco County Jail #1,II,426,7/2/2009
San Francisco,San Francisco County Jail #2,II,402,7/2/2009
San Francisco,San Francisco County Jail #5E,II,768,7/2/2009
San Francisco,San Francisco County Jail #5W,II,372,7/2/2009
San Francisco,San Francisco County Jail #8,II,392,7/2/2009
San Joaquin,John J. Zunino Facility,II,840,7/2/2009
San Joaquin,San Joaquin County Honor Farm,II,493,7/2/2009
San Luis Obispo,San Luis Obispo County Jail,II,455,7/2/2009
San Luis Obispo,San Luis Obispo Honor Farm,III,63,7/2/2009
San Mateo,Maguire Correctional Facility,II,688,7/2/2009
San Mateo,Mens Correctional Center,II,260,7/2/2009
San Mateo,Men's Weekend Facility,III,16,7/2/2009
San Mateo,Minimum Security Transitional Facility,III,46,7/2/2009
San Mateo,Womens Correctional Center,II,84,7/2/2009
Santa Barbara,Medium Security Facility,II,161,7/2/2009
Santa Barbara,Santa Barbara County Main Jail,II,623,7/2/2009
Santa Barbara,Santa Maria Branch Jail,II,28,7/2/2009
Santa Clara,Elmwood Complex - Men's facility,II,1956,7/2/2009
Santa Clara,Elmwood Complex - Women's Facility,II,516,7/2/2009
Santa Clara,Santa Clara County Main Jail,IIJ,1353,7/2/2009
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,7/2/2009
Santa Cruz,Santa Cruz CountyJail,II,311,7/2/2009
